movie_name,release_year,director,age_difference,actor_1_name,actor_1_gender,actor_1_birthdate,actor_1_age,actor_2_name,actor_2_gender,actor_2_birthdate,actor_2_age
Before Sunrise,1995,Richard Linklater,1,Ethan Hawke,man,1970-11-06,25,Julie Delpy,woman,1969-12-21,26
Clueless,1995,Amy Heckerling,7,Donald Faison,man,1974-06-22,21,Stacey Dash,woman,1967-01-20,28
Up Close & Personal,1996,Jon Avnet,22,Robert Redford,man,1936-08-18,60,Michelle Pfeiffer,woman,1958-04-29,38
The First Wives Club,1996,Hugh Wilson,23,Victor Garber,man,1949-03-16,47,Elizabeth Berkley,woman,1972-07-28,24
High School High,1996,Hart Bochner,10,Jon Lovitz,man,1957-07-21,39,Tia Carrere,woman,1967-01-02,29
Trees Lounge,1996,Steve Buscemi,17,Steve Buscemi,man,1957-12-13,39,Chloë Sevigny,woman,1974-11-18,22
Feeling Minnesota,1996,Steven Baigelman,13,Vincent D'Onofrio,man,1959-06-30,37,Cameron Diaz,woman,1972-08-30,24
The Nutty Professor,1996,Tom Shadyac,10,Eddie Murphy,man,1961-04-03,35,Jada Pinkett,woman,1971-09-18,25
One Fine Day,1996,Michael Hoffman,3,George Clooney,man,1961-05-06,35,Michelle Pfeiffer,woman,1958-04-29,38
Emma,1996, Douglas McGrath,11,Jeremy Northam,man,1961-12-01,35,Gwyneth Paltrow,woman,1972-09-27,24
The Rock,1996,Michael Bay,4,Nicolas Cage,man,1964-01-07,32,Vanessa Marcil,woman,1968-10-15,28
Feeling Minnesota,1996,Steven Baigelman,8,Keanu Reeves,man,1964-09-02,32,Cameron Diaz,woman,1972-08-30,24
Pusher,1996,Nicolas Winding Refn,9,Kim Bodnia,man,1965-04-12,31,Laura Drasbæk,woman,1974-12-22,22
Happy Gilmore,1996,Dennis Dugan,4,Adam Sandler,man,1966-09-09,30,Julie Bowen,woman,1970-03-03,26
That Thing You Do!,1996,Tom Hanks,8,Johnathon Schaech,man,1969-09-10,27,Liv Tyler,woman,1977-07-01,19
That Thing You Do!,1996,Tom Hanks,7,Tom Everett Scott,man,1970-09-07,26,Liv Tyler,woman,1977-07-01,19
Bottle Rocket,1996,Wes Anderson,3,Luke Wilson,man,1971-09-21,25,Lumi Cavazos,woman,1968-12-21,28
Romeo + Juliet,1996,Baz Luhrmann,5,Leonardo DiCaprio,man,1974-11-11,22,Claire Danes,woman,1979-04-12,17
As Good as It Gets,1997,James L. Brooks,26,Jack Nicholson,man,1937-04-22,60,Helen Hunt,woman,1963-06-15,34
Tomorrow Never Dies,1997,Roger Spottiswoode,17,Jonathan Pryce,man,1947-06-01,50,Teri Hatcher,woman,1964-12-08,33
Boogie Nights,1997,Paul Thomas Anderson,9,William H. Macy,man,1950-03-13,47,Nina Hartley,woman,1959-03-11,38
Tomorrow Never Dies,1997,Roger Spottiswoode,21,Pierce Brosnan,man,1953-05-16,44,Cecilie Thomsen,woman,1974-10-29,23
Tomorrow Never Dies,1997,Roger Spottiswoode,11,Pierce Brosnan,man,1953-05-16,44,Teri Hatcher,woman,1964-12-08,33
Tomorrow Never Dies,1997,Roger Spottiswoode,9,Pierce Brosnan,man,1953-05-16,44,Michelle Yeoh,woman,1962-08-06,35
Private Parts,1997,Betty Thomas,15,Howard Stern,man,1954-01-12,43,Mary McCormack,woman,1969-02-08,28
The Fifth Element,1997,Luc Besson,20,Bruce Willis,man,1955-03-19,42,Milla Jovovich,woman,1975-12-17,22
The Spanish Prisoner,1997,David Mamet,4,Campbell Scott,man,1961-07-19,36,Rebecca Pidgeon,woman,1965-10-10,32
Liar Liar,1997,Tom Shadyac,3,Jim Carrey,man,1962-01-17,35,Maura Tierney,woman,1965-02-03,32
Austin Powers: International Man of Mystery,1997,Jay Roach,2,Mike Myers,man,1963-04-25,34,Elizabeth Hurley,woman,1965-06-10,32
Soul Food,1997,George Tillman Jr.,3,Michael Beach,man,1963-10-30,34,Gina Ravera,woman,1966-05-20,31
Soul Food,1997,George Tillman Jr.,0,Michael Beach,man,1963-10-30,34,Vanessa Williams,woman,1963-03-18,34
My Best Friend's Wedding,1997,P.J. Hogan,9,Dermot Mulroney,man,1963-10-31,34,Cameron Diaz,woman,1972-08-30,25
My Best Friend's Wedding,1997,P.J. Hogan,4,Dermot Mulroney,man,1963-10-31,34,Julia Roberts,woman,1967-10-28,30
Con Air,1997,Simon West,7,Nicolas Cage,man,1964-01-07,33,Monica Potter,woman,1971-06-30,26
Beverly Hills Ninja,1997,Dennis Dugan,1,Chris Farley,man,1964-02-15,33,Nicollette Sheridan,woman,1963-11-21,34
The Devil’s Advocate,1997,Taylor Hackford,11,Keanu Reeves,man,1964-09-02,33,Charlize Theron,woman,1975-08-07,22
Boogie Nights,1997,Paul Thomas Anderson,4,Don Cheadle,man,1964-11-29,33,Melora Walters,woman,1960-10-21,37
Soul Food,1997,George Tillman Jr.,4,Jeffrey D. Sams,man,1968-06-18,29,Vivica A. Fox,woman,1964-07-30,33
Inventing the Abbotts,1997,Pat O'Connor,2,Billy Crudup,man,1968-07-08,29,Jennifer Connelly,woman,1970-12-12,27
The Last Time I Committed Suicide,1997,Stephen T. Kay,2,Thomas Jane,man,1969-02-22,28,Claire Forlani,woman,1971-12-17,26
Fools Rush In,1997,Andy Tennant,3,Matthew Perry,man,1969-08-19,28,Salma Hayek,woman,1966-09-02,31
Contact,1997,Robert Zemeckis,7,Matthew McConaughey,man,1969-11-04,28,Jodie Foster,woman,1962-11-19,35
Good Will Hunting,1997,Gus Van Sant,0,Matt Damon,man,1970-10-08,27,Minnie Driver,woman,1970-01-31,27
Boogie Nights,1997,Paul Thomas Anderson,11,Mark Wahlberg,man,1971-06-05,26,Julianne Moore,woman,1960-12-03,37
Chasing Amy,1997,Kevin Smith,4,Ben Affleck,man,1972-08-15,25,Joey Lauren Adams,woman,1968-01-09,29
I Know What You Did Last Summer,1997,Jim Gillespie,3,Ryan Phillippe,man,1974-09-10,23,Sarah Michelle Gellar,woman,1977-04-14,20
Inventing the Abbotts,1997,Pat O'Connor,3,Joaquin Phoenix,man,1974-10-28,23,Liv Tyler,woman,1977-07-01,20
Titanic,1997,James Cameron,1,Leonardo DiCaprio,man,1974-11-11,23,Kate Winslet,woman,1975-10-05,22
Soul Food,1997,George Tillman Jr.,4,Mekhi Phifer,man,1974-12-29,23,Nia Long,woman,1970-10-30,27
I Know What You Did Last Summer,1997,Jim Gillespie,3,Freddie Prinze Jr.,man,1976-03-08,21,Jennifer Love Hewitt,woman,1979-02-21,18
The Big Lebowski,1998,Joel Coen,45,David Huddleston,man,1930-09-17,68,Tara Reid,woman,1975-11-08,23
The Horse Whisperer,1998,Robert Redford,24,Robert Redford,man,1936-08-18,62,Kristin Scott Thomas,woman,1960-05-24,38
Bulworth,1998,Warren Beatty,29,Warren Beatty,man,1937-03-30,61,Halle Berry,woman,1966-08-14,32
"Six Days, Seven Nights",1998,Ivan Reitman,27,Harrison Ford,man,1942-07-13,56,Anne Heche,woman,1969-05-25,29
A Perfect Murder,1998,Andrew Davis,28,Michael Douglas,man,1944-09-25,54,Gwyneth Paltrow,woman,1972-09-27,26
The Big Lebowski,1998,Joel Coen,11,Jeff Bridges,man,1949-12-04,49,Julianne Moore,woman,1960-12-03,38
Rushmore,1998,Wes Anderson,18,Bill Murray,man,1950-09-21,48,Olivia Williams,woman,1968-07-26,30
Stepmom,1998,Chris Columbus,17,Ed Harris,man,1950-11-28,48,Julia Roberts,woman,1967-10-28,31
Patch Adams,1998,Tom Shadyac,20,Robin Williams,man,1951-07-21,47,Monica Potter,woman,1971-06-30,27
A Perfect Murder,1998,Andrew Davis,14,Viggo Mortensen,man,1958-10-20,40,Gwyneth Paltrow,woman,1972-09-27,26
The Mask of Zorro,1998,Martin Campbell,9,Antonio Banderas,man,1960-08-10,38,Catherine Zeta-Jones,woman,1969-09-25,29
Buffalo '66,1998,Vincent Gallo,19,Vincent Gallo,man,1961-04-11,37,Christina Ricci,woman,1980-02-12,18
Out of Sight,1998,Steven Soderbergh,8,George Clooney,man,1961-05-06,37,Jennifer Lopez,woman,1969-07-24,29
Meet Joe Black,1998,Martin Brest,8,Brad Pitt,man,1963-12-18,35,Claire Forlani,woman,1971-12-17,27
City of Angels,1998,Brad Silberling,3,Nicolas Cage,man,1964-01-07,34,Meg Ryan,woman,1961-11-19,37
Wild Things,1998,John McNaughton,9,Matt Dillon,man,1964-02-18,34,Neve Campbell,woman,1973-10-03,25
Wild Things,1998,John McNaughton,7,Matt Dillon,man,1964-02-18,34,Denise Richards,woman,1971-02-17,27
Ever After,1998,Andy Tennant,10,Dougray Scott,man,1965-11-26,33,Drew Barrymore,woman,1975-02-22,23
There's Something About Mary,1998,"Bobby Farrelly, Peter Farrelly",7,Ben Stiller,man,1965-11-30,33,Cameron Diaz,woman,1972-08-30,26
The Wedding Singer,1998,Frank Coraci,9,Adam Sandler,man,1966-09-09,32,Drew Barrymore,woman,1975-02-22,23
The Water Boy,1998,Frank Coraci,8,Adam Sandler,man,1966-09-09,32,Fairuza Balk,woman,1974-05-21,24
"Six Days, Seven Nights",1998,Ivan Reitman,3,David Schwimmer,man,1966-11-02,32,Anne Heche,woman,1969-05-25,29
Enemy of the State,1998,Tony Scott,3,Will Smith,man,1968-09-25,30,Regina King,woman,1971-01-15,27
Safe Men,1998,John Hamburg,2,Sam Rockwell,man,1968-11-05,30,Christina Kirk,woman,1970-11-10,28
Shakespeare in Love,1998,John Madden,2,Joseph Fiennes,man,1970-05-27,28,Gwyneth Paltrow,woman,1972-09-27,26
Armageddon,1998,Michael Bay,5,Ben Affleck,man,1972-08-15,26,Liv Tyler,woman,1977-07-01,21
Magnolia,1999,Paul Thomas Anderson,38,Jason Robards,man,1922-07-26,77,Julianne Moore,woman,1960-12-03,39
Entrapment,1999,Jon Amiel,39,Sean Connery,man,1930-08-25,69,Catherine Zeta-Jones,woman,1969-09-25,30
Random Hearts,1999,Sydney Pollack,18,Harrison Ford,man,1942-07-13,57,Kristin Scott Thomas,woman,1960-05-24,39
Analyze This,1999,Harold Ramis,15,Billy Crystal,man,1948-03-14,51,Lisa Kudrow,woman,1963-07-30,36
Runaway Bride,1999,Garry Marshall,18,Richard Gere,man,1949-08-31,50,Julia Roberts,woman,1967-10-28,32
The World Is Not Enough,1999,Michael Apted,18,Pierce Brosnan,man,1953-05-16,46,Denise Richards,woman,1971-02-17,28
The World Is Not Enough,1999,Michael Apted,13,Pierce Brosnan,man,1953-05-16,46,Sophie Marceau,woman,1966-11-17,33
The World Is Not Enough,1999,Michael Apted,8,Pierce Brosnan,man,1953-05-16,46,Serena Scott Thomas,woman,1961-09-21,38
The Thomas Crown Affair,1999,John McTiernan,1,Pierce Brosnan,man,1953-05-16,46,Rene Russo,woman,1954-02-17,45
Message in a Bottle,1999,Luis Mandoki,11,Kevin Costner,man,1955-01-18,44,Robin Wright,woman,1966-04-08,33
For Love of the Game,1999,Sam Raimi,7,Kevin Costner,man,1955-01-18,44,Kelly Preston,woman,1962-10-13,37
The Sixth Sense,1999,M. Night Shyamalan,13,Bruce Willis,man,1955-03-19,44,Olivia Williams,woman,1968-07-26,31
The Story of Us,1999,Rob Reiner,3,Bruce Willis,man,1955-03-19,44,Michelle Pfeiffer,woman,1958-04-29,41
Pushing Tin,1999,Mike Newell,20,Billy Bob Thornton,man,1955-08-04,44,Angelina Jolie,woman,1975-06-04,24
Pushing Tin,1999,Mike Newell,14,Billy Bob Thornton,man,1955-08-04,44,Cate Blanchett,woman,1969-05-14,30
American Beauty,1999,Sam Mendes,3,Peter Gallagher,man,1955-08-19,44,Annette Bening,woman,1958-05-29,41
A Walk on the Moon,1999,Tony Goldwyn,7,Viggo Mortensen,man,1958-10-20,41,Diane Lane,woman,1965-01-21,34
American Beauty,1999,Sam Mendes,20,Kevin Spacey,man,1959-07-26,40,Mena Suvari,woman,1979-02-13,20
Notting Hill,1999,Roger Michell,7,Hugh Grant,man,1960-09-09,39,Julia Roberts,woman,1967-10-28,32
Mickey Blue Eyes,1999,Kelly Makin,3,Hugh Grant,man,1960-09-09,39,Jeanne Tripplehorn,woman,1963-06-10,36
EDtv,1999,Ron Howard,10,Woody Harrelson,man,1961-07-23,38,Jenna Elfman,woman,1971-09-30,28
Big Daddy,1999,Dennis Dugan,10,Jon Stewart,man,1962-11-28,37,Leslie Mann,woman,1972-03-26,27
Austin Powers: The Spy Who Shagged Me,1999,Jay Roach,7,Mike Myers,man,1963-04-25,36,Heather Graham,woman,1970-01-29,29
Sleepy Hollow,1999,Tim Burton,17,Johnny Depp,man,1963-06-09,36,Christina Ricci,woman,1980-02-12,19
The Astronaut's Wife,1999,Rand Ravich,12,Johnny Depp,man,1963-06-09,36,Charlize Theron,woman,1975-08-07,24
Fight Club,1999,David Fincher,3,Brad Pitt,man,1963-12-18,36,Helena Bonham Carter,woman,1966-05-26,33
Love Stinks,1999,Jeff Franklin,9,French Stewart,man,1964-02-20,35,Bridgette Wilson,woman,1973-09-25,26
The Matrix,1999,"Lana Wachowski, Lilly Wachowski",3,Keanu Reeves,man,1964-09-02,35,Carrie-Anne Moss,woman,1967-08-21,32
Love Stinks,1999,Jeff Franklin,8,Bill Bellamy,man,1965-04-07,34,Tyra Banks,woman,1973-12-04,26
Magnolia,1999,Paul Thomas Anderson,5,John C. Reilly,man,1965-05-24,34,Melora Walters,woman,1960-10-21,39
Pushing Tin,1999,Mike Newell,9,John Cusack,man,1966-06-28,33,Angelina Jolie,woman,1975-06-04,24
Pushing Tin,1999,Mike Newell,3,John Cusack,man,1966-06-28,33,Cate Blanchett,woman,1969-05-14,30
Big Daddy,1999,Dennis Dugan,2,Adam Sandler,man,1966-09-09,33,Joey Lauren Adams,woman,1968-01-09,31
Office Space,1999,Mike Judge,2,Ron Livingston,man,1967-06-05,32,Jennifer Aniston,woman,1969-02-11,30
A Walk on the Moon,1999,Tony Goldwyn,2,Liev Schreiber,man,1967-10-04,32,Diane Lane,woman,1965-01-21,34
Never Been Kissed,1999,Raja Gosnell,7,Michael Vartan,man,1968-11-27,31,Drew Barrymore,woman,1975-02-22,24
The Mummy,1999,Stephen Sommers,2,Brendan Fraser,man,1968-12-03,31,Rachel Weisz,woman,1970-03-07,29
Fight Club,1999,David Fincher,3,Edward Norton,man,1969-08-18,30,Helena Bonham Carter,woman,1966-05-26,33
EDtv,1999,Ron Howard,2,Matthew McConaughey,man,1969-11-04,30,Jenna Elfman,woman,1971-09-30,28
The Wood,1999,Rick Famuyiwa,5,Taye Diggs,man,1971-01-02,28,LisaRaye McCoy,woman,1966-09-23,33
The Wood,1999,Rick Famuyiwa,2,Omar Epps,man,1973-07-20,26,Sanaa Lathan,woman,1971-09-19,28
She's All That,1999,Robert Iscove,3,Freddie Prinze Jr.,man,1976-03-08,23,Rachael Leigh Cook,woman,1979-10-04,20
American Pie,1999,"Paul Weitz, Chris Weitz",5,Jason Biggs,man,1978-05-12,21,Shannon Elizabeth,woman,1973-09-07,26
American Beauty,1999,Sam Mendes,4,Wes Bentley,man,1978-09-04,21,Thora Birch,woman,1982-03-11,17
Idle Hands,1999,Rodman Flender,3,Devon Sawa,man,1978-09-07,21,Jessica Alba,woman,1981-04-28,18
American Pie,1999,"Paul Weitz, Chris Weitz",0,Chris Klein,man,1979-03-14,20,Mena Suvari,woman,1979-02-13,20
10 Things I Hate About You,1999,Gil Junger,2,Heath Ledger,man,1979-04-24,20,Julia Stiles,woman,1981-03-28,18
American Pie,1999,"Paul Weitz, Chris Weitz",5,Thomas Ian Nicholas,man,1980-07-10,19,Tara Reid,woman,1975-11-08,24
American Pie,1999,"Paul Weitz, Chris Weitz",19,Eddie Kay Thomas,man,1980-10-31,19,Jennifer Coolidge,woman,1961-08-28,38
10 Things I Hate About You,1999,Gil Junger,0,Joseph Gordon-Levitt,man,1981-02-17,18,Larisa Oleynik,woman,1981-06-07,18
